Date_Time,Symbol,Price,Volume,Exchange Code,Sales Condition
2014-03-03 09:33:58,ITT,43.2,100,K,@
2014-03-03 09:34:18,ITT,43.2,100,K,@
2014-03-03 09:34:18,ITT,43.21,50,N,F I
2014-03-03 09:34:18,ITT,43.2,56,K,F I
2014-03-03 09:34:18,ITT,43.21,50,N,I
2014-03-03 09:34:18,ITT,43.21,19,Z,I
2014-03-03 09:34:18,ITT,43.26,100,N,@
2014-03-03 09:34:32,ITT,43.21,100,D,@
2014-03-03 09:34:32,ITT,43.21,100,D,@
2014-03-03 09:34:32,ITT,43.21,100,D,@
2014-03-03 09:34:33,ITT,43.202,100,D,F
2014-03-03 09:34:35,ITT,43.26,3,J,I
2014-03-03 09:34:35,ITT,43.3,100,J,@
2014-03-03 09:34:35,ITT,43.31,147,J,@
2014-03-03 09:34:35,ITT,43.28,2,N,F I
2014-03-03 09:35:00,ITT,43.26,100,P,@
2014-03-03 09:35:02,ITT,43.23,100,T,F
2014-03-03 09:35:02,ITT,43.24,75,T,I
2014-03-03 09:35:02,ITT,43.23,100,N,F
2014-03-03 09:35:27,ITT,43.24,100,N,@
2014-03-03 09:35:27,ITT,43.24,25,T,F I
2014-03-03 09:35:27,ITT,43.25,100,T,F
2014-03-03 09:35:27,ITT,43.25,56,T,F I
2014-03-03 09:35:27,ITT,43.25,73,P,F I
2014-03-03 09:35:27,ITT,43.25,27,P,F I
2014-03-03 09:35:27,ITT,43.25,44,Z,F I
2014-03-03 09:35:27,ITT,43.25,56,Z,F I
2014-03-03 09:35:27,ITT,43.25,100,K,F
2014-03-03 09:35:27,ITT,43.25,100,N,F
2014-03-03 09:35:27,ITT,43.25,100,N,@
2014-03-03 09:35:27,ITT,43.22,100,D,@
2014-03-03 09:35:27,ITT,43.25,100,Z,@
2014-03-03 09:35:27,ITT,43.25,98,P,F I
2014-03-03 09:35:27,ITT,43.25,2,P,I
2014-03-03 09:35:27,ITT,43.25,200,N,@
2014-03-03 09:35:27,ITT,43.26,100,T,@
2014-03-03 09:35:27,ITT,43.25,12,T,I
2014-03-03 09:35:27,ITT,43.25,100,N,@
2014-03-03 09:35:29,ITT,43.202,100,D,F
2014-03-03 09:35:30,ITT,43.2,100,D,F
2014-03-03 09:35:36,ITT,43.25,50,B,F I
2014-03-03 09:35:36,ITT,43.26,50,B,F I
2014-03-03 09:35:36,ITT,43.26,100,D,F
2014-03-03 09:35:36,ITT,43.26,200,D,F
2014-03-03 09:35:36,ITT,43.26,2,P,F I
2014-03-03 09:35:36,ITT,43.27,100,P,F
2014-03-03 09:35:36,ITT,43.25,100,K,F
2014-03-03 09:35:36,ITT,43.29,48,N,F I
2014-03-03 09:35:42,ITT,43.27,200,D,F
2014-03-03 09:35:42,ITT,43.26,100,Z,@
2014-03-03 09:35:42,ITT,43.3,100,N,F
2014-03-03 09:35:42,ITT,43.32,100,N,F
2014-03-03 09:35:42,ITT,43.27,100,D,F
2014-03-03 09:35:45,ITT,43.32,1,D,I
2014-03-03 09:35:50,ITT,43.4,4232,D,4 B
2014-03-03 09:35:50,ITT,43.3,99,P,F I
2014-03-03 09:35:50,ITT,43.41,1,P,F I
2014-03-03 09:35:50,ITT,43.3,99,N,F I
2014-03-03 09:35:50,ITT,43.31,1,N,F I
2014-03-03 09:35:50,ITT,43.31,99,N,F I
2014-03-03 09:35:50,ITT,43.33,100,N,F
2014-03-03 09:35:50,ITT,43.31,100,D,F
2014-03-03 09:36:28,ITT,43.375,100,D,@
2014-03-03 09:36:29,ITT,43.335,100,D,@
2014-03-03 09:37:26,ITT,43.3107,229,D,@
2014-03-03 09:37:28,ITT,43.31,99,N,F I
2014-03-03 09:37:28,ITT,43.3,1,N,F I
2014-03-03 09:37:28,ITT,43.3,99,N,F I
2014-03-03 09:37:28,ITT,43.28,100,D,@
2014-03-03 09:37:54,ITT,43.365,100,D,@
2014-03-03 09:38:09,ITT,43.37,100,N,@
2014-03-03 09:38:09,ITT,43.37,3,P,F I
2014-03-03 09:38:09,ITT,43.37,100,N,F
2014-03-03 09:38:09,ITT,43.37,100,D,@
2014-03-03 09:38:09,ITT,43.37,100,N,F
2014-03-03 09:38:09,ITT,43.38,100,T,F
2014-03-03 09:38:30,ITT,43.332,100,D,F
2014-03-03 09:39:02,ITT,43.38,100,T,F
2014-03-03 09:39:02,ITT,43.39,100,N,@
2014-03-03 09:39:02,ITT,43.4,69,P,F I
2014-03-03 09:39:02,ITT,43.4,200,K,F
2014-03-03 09:39:02,ITT,43.4,231,P,F
2014-03-03 09:39:02,ITT,43.4,100,K,F
2014-03-03 09:39:02,ITT,43.4,100,K,F
2014-03-03 09:39:02,ITT,43.4,100,K,F
2014-03-03 09:39:02,ITT,43.4,169,N,F
2014-03-03 09:39:02,ITT,43.4,6,P,F I
2014-03-03 09:39:02,ITT,43.4,94,P,I
2014-03-03 09:39:02,ITT,43.39,2,P,F I
2014-03-03 09:39:02,ITT,43.4,31,N,I
2014-03-03 09:39:02,ITT,43.4,100,N,F
2014-03-03 09:39:02,ITT,43.4,100,K,@
2014-03-03 09:39:02,ITT,43.4,100,K,@
2014-03-03 09:39:02,ITT,43.4,269,N,@
2014-03-03 09:39:02,ITT,43.4,100,P,F
2014-03-03 09:39:02,ITT,43.38,100,N,@
2014-03-03 09:39:02,ITT,43.39,98,P,I
2014-03-03 09:39:03,ITT,43.33,100,D,F
2014-03-03 09:39:03,ITT,43.33,100,D,F
2014-03-03 09:39:03,ITT,43.34,3,N,I
2014-03-03 09:39:03,ITT,43.33,297,N,@
2014-03-03 09:39:35,ITT,43.385,100,D,@
2014-03-03 09:39:36,ITT,43.38,100,T,@
2014-03-03 09:39:36,ITT,43.39,100,N,@
2014-03-03 09:39:40,ITT,43.35,100,D,F
2014-03-03 09:39:40,ITT,43.39,100,N,F
2014-03-03 09:39:40,ITT,43.398,100,D,F
2014-03-03 09:39:53,ITT,43.38,100,K,@
2014-03-03 09:39:53,ITT,43.38,100,N,@
2014-03-03 09:39:53,ITT,43.38,100,K,@
2014-03-03 09:39:53,ITT,43.38,100,K,F
2014-03-03 09:39:53,ITT,43.37,100,N,@
2014-03-03 09:39:53,ITT,43.38,2,N,F I
2014-03-03 09:39:53,ITT,43.38,98,N,I
2014-03-03 09:39:53,ITT,43.36,100,D,@
2014-03-03 09:39:53,ITT,43.36,100,N,@
2014-03-03 09:39:53,ITT,43.37,100,T,@
2014-03-03 09:39:53,ITT,43.38,100,K,F
2014-03-03 09:39:54,ITT,43.36,100,N,F
2014-03-03 09:39:54,ITT,43.37,100,N,@
2014-03-03 09:39:54,ITT,43.37,100,T,@
2014-03-03 09:39:54,ITT,43.37,100,D,@
2014-03-03 09:39:54,ITT,43.37,100,T,@
2014-03-03 09:39:58,ITT,43.4,100,P,F
2014-03-03 09:39:58,ITT,43.4,3,T,F I
2014-03-03 09:39:58,ITT,43.38,100,K,F
2014-03-03 09:39:58,ITT,43.38,100,N,F
2014-03-03 09:39:58,ITT,43.38,100,K,F
2014-03-03 09:39:59,ITT,43.36,100,D,F
2014-03-03 09:39:59,ITT,43.36,100,D,F
2014-03-03 09:40:06,ITT,43.38,2,K,F I
2014-03-03 09:40:06,ITT,43.39,100,N,F
2014-03-03 09:40:06,ITT,43.39,98,K,F I
2014-03-03 09:40:15,ITT,43.4,3,P,F I
2014-03-03 09:40:15,ITT,43.4,100,N,F
2014-03-03 09:40:15,ITT,43.4,97,T,F I
2014-03-03 09:40:15,ITT,43.4,100,T,F
2014-03-03 09:40:15,ITT,43.4,100,D,F
2014-03-03 09:40:15,ITT,43.37,100,D,@
2014-03-03 09:40:15,ITT,43.37,100,T,@
2014-03-03 09:40:15,ITT,43.352,150,D,@
2014-03-03 09:40:17,ITT,43.34,100,D,F
2014-03-03 09:40:18,ITT,43.36,2,N,F I
2014-03-03 09:40:33,ITT,43.35,100,N,F
2014-03-03 09:40:33,ITT,43.35,100,N,@
2014-03-03 09:40:33,ITT,43.35,100,N,F
2014-03-03 09:40:33,ITT,43.35,100,N,F
2014-03-03 09:40:33,ITT,43.35,98,K,F I
2014-03-03 09:40:33,ITT,43.35,102,K,F
2014-03-03 09:40:33,ITT,43.35,100,N,F
2014-03-03 09:40:33,ITT,43.35,100,N,F
2014-03-03 09:40:33,ITT,43.35,200,N,@
2014-03-03 09:40:35,ITT,43.34,100,N,F
2014-03-03 09:40:35,ITT,43.34,100,P,@
2014-03-03 09:40:35,ITT,43.34,100,T,@
2014-03-03 09:40:35,ITT,43.34,100,T,@
2014-03-03 09:40:35,ITT,43.33,100,N,F
2014-03-03 09:40:35,ITT,43.33,100,N,F
2014-03-03 09:40:35,ITT,43.33,200,N,F
2014-03-03 09:40:35,ITT,43.33,200,N,F
2014-03-03 09:40:35,ITT,43.33,300,N,@
2014-03-03 09:40:35,ITT,43.33,4700,N,@
2014-03-03 09:40:35,ITT,43.31,100,T,F
2014-03-03 09:40:35,ITT,43.31,100,K,F
2014-03-03 09:40:36,ITT,43.26,100,T,F
2014-03-03 09:40:36,ITT,43.26,100,D,@
2014-03-03 09:40:36,ITT,43.25,63,D,I
2014-03-03 09:40:36,ITT,43.26,100,D,@
2014-03-03 09:40:36,ITT,43.25,100,D,@
2014-03-03 09:40:36,ITT,43.25,100,D,@
2014-03-03 09:40:36,ITT,43.25,200,D,@
2014-03-03 09:40:36,ITT,43.25,100,D,@
2014-03-03 09:40:36,ITT,43.25,100,D,@
2014-03-03 09:40:37,ITT,43.25,100,T,@
2014-03-03 09:40:37,ITT,43.25,50,T,I
2014-03-03 09:40:54,ITT,43.24,100,T,@
2014-03-03 09:40:54,ITT,43.24,110,P,@
2014-03-03 09:40:54,ITT,43.24,110,N,@
2014-03-03 09:40:54,ITT,43.24,190,N,F
2014-03-03 09:40:54,ITT,43.19,100,N,@
2014-03-03 09:41:01,ITT,43.24,3,D,I
2014-03-03 09:41:03,ITT,43.19,1,N,I
2014-03-03 09:41:03,ITT,43.19,99,N,I
2014-03-03 09:41:03,ITT,43.19,3,Z,I
2014-03-03 09:41:11,ITT,43.22,100,P,F
2014-03-03 09:41:11,ITT,43.24,2,P,F I
2014-03-03 09:41:11,ITT,43.22,100,P,@
2014-03-03 09:41:11,ITT,43.22,100,N,F
2014-03-03 09:41:11,ITT,43.23,100,N,F
2014-03-03 09:41:11,ITT,43.24,98,P,F I
2014-03-03 09:41:11,ITT,43.24,2,P,F I
2014-03-03 09:41:11,ITT,43.23,100,D,@
2014-03-03 09:41:16,ITT,43.21,100,D,@
2014-03-03 09:41:16,ITT,43.22,100,B,@
2014-03-03 09:41:16,ITT,43.22,100,K,F
2014-03-03 09:41:16,ITT,43.22,100,K,F
2014-03-03 09:41:16,ITT,43.22,100,N,@
2014-03-03 09:41:37,ITT,43.21,100,T,F
2014-03-03 09:41:37,ITT,43.21,100,T,F
2014-03-03 09:41:46,ITT,43.22,100,K,F
2014-03-03 09:41:46,ITT,43.22,100,K,@
2014-03-03 09:41:46,ITT,43.22,100,T,@
2014-03-03 09:41:46,ITT,43.22,100,D,@
2014-03-03 09:41:46,ITT,43.22,100,D,@
2014-03-03 09:41:46,ITT,43.22,200,D,@
2014-03-03 09:41:46,ITT,43.31,100,N,@
2014-03-03 09:41:46,ITT,43.22,100,D,@
2014-03-03 09:42:24,ITT,43.21,100,N,F
2014-03-03 09:42:30,ITT,43.24,45,D,I
2014-03-03 09:42:41,ITT,43.23,100,K,@
2014-03-03 09:42:41,ITT,43.24,100,K,F
2014-03-03 09:42:41,ITT,43.24,100,T,F
2014-03-03 09:42:41,ITT,43.24,2,J,I
2014-03-03 09:42:41,ITT,43.24,93,J,I
2014-03-03 09:42:41,ITT,43.24,100,T,@
2014-03-03 09:42:41,ITT,43.21,100,D,@
2014-03-03 09:42:41,ITT,43.27,100,N,@
2014-03-03 09:42:53,ITT,43.24,500,P,@
2014-03-03 09:43:05,ITT,43.24,100,K,@
2014-03-03 09:43:05,ITT,43.24,200,N,@
2014-03-03 09:43:17,ITT,43.29,100,P,F
2014-03-03 09:43:17,ITT,43.29,2,P,F I
2014-03-03 09:43:17,ITT,43.29,98,K,F I
2014-03-03 09:43:17,ITT,43.29,2,K,F I
2014-03-03 09:43:17,ITT,43.29,100,N,F
2014-03-03 09:43:18,ITT,43.33,100,T,@
2014-03-03 09:43:18,ITT,43.33,98,P,F I
2014-03-03 09:43:18,ITT,43.33,100,K,@
2014-03-03 09:43:18,ITT,43.33,2,P,F I
2014-03-03 09:43:18,ITT,43.34,100,T,F
2014-03-03 09:43:25,ITT,43.355,100,D,@
2014-03-03 09:43:25,ITT,43.3,100,D,@
2014-03-03 09:43:55,ITT,43.26,100,T,F
2014-03-03 09:43:55,ITT,43.24,100,T,F
2014-03-03 09:43:55,ITT,43.23,100,T,F
2014-03-03 09:43:55,ITT,43.26,100,N,@
2014-03-03 09:43:55,ITT,43.26,100,T,F
2014-03-03 09:43:55,ITT,43.25,100,T,F
2014-03-03 09:44:30,ITT,43.25,100,X,F
2014-03-03 09:44:30,ITT,43.25,100,P,F
2014-03-03 09:44:30,ITT,43.25,94,K,F I
2014-03-03 09:44:30,ITT,43.25,2,P,F I
2014-03-03 09:44:30,ITT,43.25,6,K,F I
2014-03-03 09:44:31,ITT,43.27,100,B,F
2014-03-03 09:44:32,ITT,43.37,100,J,@
2014-03-03 09:44:32,ITT,43.37,47,D,I
2014-03-03 09:44:32,ITT,43.38,103,D,@
2014-03-03 09:44:33,ITT,43.35,8,N,F I
2014-03-03 09:44:33,ITT,43.34,100,N,F
2014-03-03 09:44:33,ITT,43.33,100,N,F
2014-03-03 09:44:36,ITT,43.37,100,B,@
2014-03-03 09:44:36,ITT,43.38,50,B,I
2014-03-03 09:44:36,ITT,43.38,100,D,@
2014-03-03 09:44:36,ITT,43.4,37,P,F I
2014-03-03 09:44:36,ITT,43.37,63,T,F I
2014-03-03 09:44:38,ITT,43.31,100,D,@
2014-03-03 09:44:38,ITT,43.2801,200,D,@
2014-03-03 09:45:03,ITT,43.33,3,K,F I
2014-03-03 09:45:08,ITT,43.2625,31,D,I
2014-03-03 09:45:15,ITT,43.375,14,D,I
2014-03-03 09:45:29,ITT,43.33,97,K,I
2014-03-03 09:45:29,ITT,43.31,100,N,@
2014-03-03 09:45:29,ITT,43.31,200,K,@
2014-03-03 09:45:29,ITT,43.31,17,N,I
2014-03-03 09:45:29,ITT,43.31,100,N,@
2014-03-03 09:45:29,ITT,43.32,100,T,@
2014-03-03 09:45:30,ITT,43.32,100,K,@
2014-03-03 09:45:37,ITT,43.31,100,N,F
2014-03-03 09:45:42,ITT,43.33,16,N,I
2014-03-03 09:45:54,ITT,43.31,100,K,@
2014-03-03 09:45:54,ITT,43.31,100,P,F
2014-03-03 09:45:54,ITT,43.31,100,N,@
2014-03-03 09:45:54,ITT,43.31,20,N,F I
2014-03-03 09:45:54,ITT,43.31,200,K,@
2014-03-03 09:45:54,ITT,43.31,100,K,@
2014-03-03 09:45:54,ITT,43.31,100,K,@
2014-03-03 09:45:54,ITT,43.31,100,P,F
2014-03-03 09:45:54,ITT,43.31,100,D,@
2014-03-03 09:46:15,ITT,43.29,100,N,F
2014-03-03 09:46:15,ITT,43.29,100,T,@
2014-03-03 09:46:17,ITT,43.24,100,N,F
2014-03-03 09:46:43,ITT,43.2169,200,D,@
2014-03-03 09:46:56,ITT,43.23,100,N,F
2014-03-03 09:47:02,ITT,43.205,56,D,I
2014-03-03 09:47:10,ITT,43.23,100,P,@
2014-03-03 09:47:10,ITT,43.23,100,T,F
2014-03-03 09:47:10,ITT,43.23,4,P,F I
2014-03-03 09:47:26,ITT,43.24,6,P,I
2014-03-03 09:47:33,ITT,43.23,94,K,I
2014-03-03 09:47:35,ITT,43.23,98,K,F I
2014-03-03 09:47:35,ITT,43.23,2,K,F I
2014-03-03 09:47:35,ITT,43.23,100,K,F
2014-03-03 09:47:35,ITT,43.23,4,K,F I
2014-03-03 09:47:35,ITT,43.23,96,K,F I
2014-03-03 09:47:36,ITT,43.23,6,K,I
2014-03-03 09:47:40,ITT,43.19,3,D,I
2014-03-03 09:48:14,ITT,43.25,100,P,F
2014-03-03 09:48:14,ITT,43.25,2,P,F I
2014-03-03 09:48:14,ITT,43.27,6,P,I
2014-03-03 09:48:14,ITT,43.27,94,P,F I
2014-03-03 09:48:14,ITT,43.3,100,N,@
2014-03-03 09:48:14,ITT,43.28,100,T,F
2014-03-03 09:48:40,ITT,43.31,3,D,I
2014-03-03 09:49:07,ITT,43.218,100,D,@
2014-03-03 09:49:08,ITT,43.22,100,N,F
2014-03-03 09:49:13,ITT,43.21,100,N,@
2014-03-03 09:49:15,ITT,43.2299,75,D,I
2014-03-03 09:49:28,ITT,43.23,2,P,F I
2014-03-03 09:50:21,ITT,43.17,100,N,F
2014-03-03 09:50:22,ITT,43.17,98,N,F I
2014-03-03 09:50:23,ITT,43.18,100,P,F
2014-03-03 09:50:23,ITT,43.18,2,N,F I
2014-03-03 09:50:23,ITT,43.18,98,N,F I
2014-03-03 09:50:23,ITT,43.18,110,N,F
2014-03-03 09:50:23,ITT,43.18,90,N,I
2014-03-03 09:50:23,ITT,43.18,100,T,@
2014-03-03 09:50:24,ITT,43.18,100,T,F
2014-03-03 09:50:25,ITT,43.17,100,N,F
2014-03-03 09:50:39,ITT,43.18,100,K,F
2014-03-03 09:50:39,ITT,43.18,100,K,F
2014-03-03 09:50:39,ITT,43.18,100,K,F
2014-03-03 09:50:39,ITT,43.18,100,D,@
2014-03-03 09:50:39,ITT,43.17,100,T,F
2014-03-03 09:50:39,ITT,43.17,83,T,I
2014-03-03 09:50:39,ITT,43.17,75,P,I
2014-03-03 09:50:39,ITT,43.17,71,P,I
2014-03-03 09:50:39,ITT,43.17,100,K,@
2014-03-03 09:50:39,ITT,43.17,67,K,I
2014-03-03 09:50:39,ITT,43.18,100,K,F
2014-03-03 09:50:41,ITT,43.16,100,N,F
2014-03-03 09:51:21,ITT,43.16,100,T,@
2014-03-03 09:51:21,ITT,43.17,100,K,F
2014-03-03 09:51:21,ITT,43.17,200,Y,F
2014-03-03 09:51:21,ITT,43.17,100,Y,F
2014-03-03 09:51:21,ITT,43.17,100,Y,F
2014-03-03 09:51:21,ITT,43.17,200,Y,@
2014-03-03 09:51:21,ITT,43.17,100,D,@
2014-03-03 09:51:23,ITT,43.16,100,T,F
2014-03-03 09:51:24,ITT,43.13,100,B,F
2014-03-03 09:51:25,ITT,43.13,100,B,F
2014-03-03 09:51:47,ITT,43.14,200,N,F
2014-03-03 09:51:47,ITT,43.12,100,N,@
2014-03-03 09:51:51,ITT,43.14,100,D,@
2014-03-03 09:51:51,ITT,43.14,100,D,@
2014-03-03 09:51:51,ITT,43.14,91,Z,I
2014-03-03 09:51:51,ITT,43.14,109,Z,F
2014-03-03 09:51:51,ITT,43.14,5,P,F I
2014-03-03 09:51:51,ITT,43.14,86,K,F I
2014-03-03 09:51:51,ITT,43.14,14,K,F I
2014-03-03 09:51:51,ITT,43.14,100,P,F
2014-03-03 09:51:51,ITT,43.14,100,T,@
2014-03-03 09:51:51,ITT,43.12,100,B,F
2014-03-03 09:52:03,ITT,43.16,100,D,@
2014-03-03 09:52:11,ITT,43.15,100,J,F
2014-03-03 09:52:11,ITT,43.15,100,K,F
2014-03-03 09:52:11,ITT,43.15,29,K,F I
2014-03-03 09:52:13,ITT,43.13,100,D,@
2014-03-03 09:52:20,ITT,43.144,100,D,@
2014-03-03 09:52:35,ITT,43.2,100,D,@
2014-03-03 09:52:35,ITT,43.1401,100,D,@
2014-03-03 09:52:49,ITT,43.2,2,B,I
2014-03-03 09:52:49,ITT,43.2,98,B,I
2014-03-03 09:53:00,ITT,43.14,98,B,I
2014-03-03 09:53:00,ITT,43.13,1,B,I
2014-03-03 09:53:40,ITT,43.13,100,Y,F
2014-03-03 09:54:23,ITT,43.14,100,K,@
2014-03-03 09:54:23,ITT,43.15,100,K,F
2014-03-03 09:54:23,ITT,43.15,100,T,F
2014-03-03 09:54:23,ITT,43.15,100,K,F
2014-03-03 09:54:23,ITT,43.15,100,T,@
2014-03-03 09:54:28,ITT,43.15,100,T,F
2014-03-03 09:54:28,ITT,43.15,57,K,F I
2014-03-03 09:54:28,ITT,43.15,100,K,F
2014-03-03 09:54:28,ITT,43.15,100,T,F
2014-03-03 09:54:28,ITT,43.15,3,T,F I
2014-03-03 09:54:28,ITT,43.15,43,T,F I
2014-03-03 09:54:28,ITT,43.15,100,K,F
2014-03-03 09:54:45,ITT,43.15,100,K,F
2014-03-03 09:55:12,ITT,43.15,100,T,@
2014-03-03 09:55:12,ITT,43.15,100,K,@
2014-03-03 09:55:12,ITT,43.15,100,K,F
2014-03-03 09:55:12,ITT,43.15,100,T,F
2014-03-03 09:55:22,ITT,43.17,200,N,F
2014-03-03 09:55:22,ITT,43.17,100,N,F
2014-03-03 09:55:22,ITT,43.16,100,P,F
2014-03-03 09:55:22,ITT,43.16,100,N,F
2014-03-03 09:55:37,ITT,43.14,83,T,F I
2014-03-03 09:55:37,ITT,43.13,17,T,F I
2014-03-03 09:55:37,ITT,43.13,83,T,F I
2014-03-03 09:55:37,ITT,43.12,200,N,F
2014-03-03 09:55:41,ITT,43.14,100,D,@
2014-03-03 09:56:08,ITT,43.16,100,P,F
2014-03-03 09:56:08,ITT,43.16,3,P,F I
2014-03-03 09:56:08,ITT,43.18,100,P,F
2014-03-03 09:56:53,ITT,43.18,100,T,F
2014-03-03 09:57:09,ITT,43.14,50,D,I
2014-03-03 09:57:38,ITT,43.14,100,D,@
2014-03-03 09:57:38,ITT,43.14,200,D,@
2014-03-03 09:57:49,ITT,43.1401,28,D,I
2014-03-03 09:58:19,ITT,43.14,100,T,F
2014-03-03 09:58:19,ITT,43.13,17,K,F I
2014-03-03 09:58:19,ITT,43.13,83,K,F I
2014-03-03 09:58:19,ITT,43.14,100,N,@
2014-03-03 09:58:19,ITT,43.15,100,D,@
2014-03-03 09:58:21,ITT,43.12,20,B,F I
2014-03-03 09:58:22,ITT,43.12,100,Y,F
2014-03-03 09:58:22,ITT,43.12,100,B,F
2014-03-03 09:58:24,ITT,43.12,100,B,@
2014-03-03 09:58:24,ITT,43.12,100,B,@
2014-03-03 09:58:24,ITT,43.12,100,T,F
2014-03-03 09:58:24,ITT,43.12,100,N,@
2014-03-03 09:58:24,ITT,43.12,200,N,F
2014-03-03 09:58:24,ITT,43.12,100,N,@
2014-03-03 09:58:24,ITT,43.12,100,N,F
