Local time,Ask,Bid,AskVolume,BidVolume
13.04.2018 09:30:13.885 GMT-0400,174.99200000000002,174.928,110,7499.9998
13.04.2018 09:30:14.251 GMT-0400,175.002,174.928,129999.9952,82
13.04.2018 09:30:14.583 GMT-0400,174.993,174.967,110,7499.9998
13.04.2018 09:30:16.224 GMT-0400,174.993,174.89700000000002,100,75
13.04.2018 09:30:16.541 GMT-0400,174.982,174.898,110,150
13.04.2018 09:30:17.308 GMT-0400,174.983,174.89700000000002,110,150
13.04.2018 09:30:18.059 GMT-0400,174.982,174.908,110,670
13.04.2018 09:30:18.701 GMT-0400,174.983,174.907,110,670
13.04.2018 09:30:19.135 GMT-0400,174.97299999999998,174.917,110,75
13.04.2018 09:30:19.469 GMT-0400,174.952,174.908,110,570
13.04.2018 09:30:19.519 GMT-0400,174.953,174.89000000000001,100,7499.9998
13.04.2018 09:30:19.777 GMT-0400,174.97299999999998,174.917,63,160
13.04.2018 09:30:20.553 GMT-0400,174.982,174.918,110,1
13.04.2018 09:30:21.272 GMT-0400,174.983,174.917,110,1
13.04.2018 09:30:21.524 GMT-0400,174.983,174.937,110,75
13.04.2018 09:30:22.116 GMT-0400,174.982,174.938,110,150
13.04.2018 09:30:23.519 GMT-0400,174.983,174.937,110,300
13.04.2018 09:30:23.834 GMT-0400,175.002,174.968,110,150
13.04.2018 09:30:24.144 GMT-0400,174.993,174.95700000000002,110,150
13.04.2018 09:30:24.547 GMT-0400,174.983,174.948,110,7499.9998
13.04.2018 09:30:24.688 GMT-0400,174.99200000000002,174.948,110,7499.9998
13.04.2018 09:30:24.832 GMT-0400,174.99200000000002,174.938,110,380
13.04.2018 09:30:25.247 GMT-0400,174.993,174.947,110,150
13.04.2018 09:30:25.758 GMT-0400,174.993,174.948,110,7499.9998
13.04.2018 09:30:26.535 GMT-0400,174.993,174.937,110,380
13.04.2018 09:30:27.139 GMT-0400,174.99200000000002,174.938,110,450
13.04.2018 09:30:27.293 GMT-0400,174.99200000000002,174.92700000000002,110,9999.9998
13.04.2018 09:30:27.857 GMT-0400,174.993,174.95700000000002,110,76
13.04.2018 09:30:28.548 GMT-0400,174.99200000000002,174.937,110,9999.9998
13.04.2018 09:30:29.213 GMT-0400,174.993,174.95700000000002,10499.9999,76
13.04.2018 09:30:29.516 GMT-0400,174.993,174.968,63,160
13.04.2018 09:30:29.689 GMT-0400,175.003,174.967,110,75
13.04.2018 09:30:29.938 GMT-0400,175.003,174.977,110,150
13.04.2018 09:30:30.138 GMT-0400,175.002,174.968,110,75
13.04.2018 09:30:30.189 GMT-0400,174.982,174.96200000000002,20,7499.9998
13.04.2018 09:30:30.343 GMT-0400,174.99200000000002,174.967,110,7499.9998
13.04.2018 09:30:30.877 GMT-0400,174.99200000000002,174.968,110,7499.9998
13.04.2018 09:30:31.154 GMT-0400,174.99200000000002,174.948,110,220
13.04.2018 09:30:31.436 GMT-0400,174.97299999999998,174.938,10,7499.9998
13.04.2018 09:30:31.487 GMT-0400,174.99200000000002,174.938,110,10400
13.04.2018 09:30:31.874 GMT-0400,174.96200000000002,174.908,100,670
13.04.2018 09:30:32.196 GMT-0400,174.942,174.908,110,150
13.04.2018 09:30:32.424 GMT-0400,174.93200000000002,174.888,10,600
13.04.2018 09:30:32.474 GMT-0400,174.942,174.898,110,75
13.04.2018 09:30:32.937 GMT-0400,174.94299999999998,174.907,110,670
13.04.2018 09:30:33.522 GMT-0400,174.942,174.908,110,600
13.04.2018 09:30:34.331 GMT-0400,174.942,174.917,110,7499.9998
13.04.2018 09:30:34.432 GMT-0400,174.942,174.908,110,890
13.04.2018 09:30:34.923 GMT-0400,174.979,174.948,63,10700.0005
13.04.2018 09:30:35.228 GMT-0400,174.982,174.968,110,150
13.04.2018 09:30:35.805 GMT-0400,174.983,174.967,110,220
13.04.2018 09:30:35.986 GMT-0400,174.993,174.967,110,150
13.04.2018 09:30:36.299 GMT-0400,174.99900000000002,174.967,63,150
13.04.2018 09:30:36.450 GMT-0400,174.99900000000002,174.978,63,75
13.04.2018 09:30:36.981 GMT-0400,175.002,174.988,110,75
13.04.2018 09:30:37.088 GMT-0400,175.003,174.977,110,600
13.04.2018 09:30:37.138 GMT-0400,175.003,174.98700000000002,110,520
13.04.2018 09:30:37.741 GMT-0400,175.002,174.978,110,820
13.04.2018 09:30:38.068 GMT-0400,175.002,174.988,110,220
13.04.2018 09:30:38.618 GMT-0400,174.98700000000002,174.977,100,7499.9998
13.04.2018 09:30:38.668 GMT-0400,174.982,174.968,110,75
13.04.2018 09:30:38.894 GMT-0400,174.972,174.958,110,76
13.04.2018 09:30:39.097 GMT-0400,174.983,174.967,110,110
13.04.2018 09:30:39.148 GMT-0400,174.972,174.947,63,75
13.04.2018 09:30:39.337 GMT-0400,174.972,174.938,9999.9998,970
13.04.2018 09:30:39.387 GMT-0400,174.972,174.947,63,75
13.04.2018 09:30:39.888 GMT-0400,174.972,174.948,63,75
13.04.2018 09:30:40.115 GMT-0400,174.983,174.947,110,75
13.04.2018 09:30:40.350 GMT-0400,174.97299999999998,174.937,110,450
13.04.2018 09:30:40.978 GMT-0400,174.982,174.948,110,230
13.04.2018 09:30:41.308 GMT-0400,174.963,174.947,97,220
13.04.2018 09:30:41.666 GMT-0400,174.983,174.967,110,75
13.04.2018 09:30:42.179 GMT-0400,174.982,174.968,110,75
13.04.2018 09:30:42.230 GMT-0400,174.983,174.95700000000002,110,10400
13.04.2018 09:30:42.330 GMT-0400,174.99200000000002,174.978,110,75
13.04.2018 09:30:42.579 GMT-0400,174.993,174.967,110,75
13.04.2018 09:30:42.630 GMT-0400,174.993,174.977,110,75
13.04.2018 09:30:42.984 GMT-0400,174.993,174.967,110,75
13.04.2018 09:30:43.581 GMT-0400,174.99200000000002,174.968,110,75
13.04.2018 09:30:44.061 GMT-0400,174.982,174.958,100,390
13.04.2018 09:30:44.112 GMT-0400,174.983,174.967,110,75
13.04.2018 09:30:44.728 GMT-0400,175.003,174.977,110,75
13.04.2018 09:30:44.880 GMT-0400,174.993,174.967,110,75
13.04.2018 09:30:44.982 GMT-0400,175.002,174.968,110,150
13.04.2018 09:30:45.242 GMT-0400,174.982,174.95900000000003,110,7499.9998
13.04.2018 09:30:45.293 GMT-0400,174.993,174.947,110,9999.9998
13.04.2018 09:30:45.541 GMT-0400,174.983,174.95700000000002,110,240
13.04.2018 09:30:45.656 GMT-0400,174.993,174.95700000000002,110,240
13.04.2018 09:30:46.710 GMT-0400,174.99200000000002,174.958,110,250
13.04.2018 09:30:47.064 GMT-0400,174.983,174.958,63,280
13.04.2018 09:30:47.411 GMT-0400,174.972,174.958,100,280
13.04.2018 09:30:48.032 GMT-0400,174.972,174.947,110,7499.9998
13.04.2018 09:30:48.083 GMT-0400,174.97299999999998,174.937,110,450
13.04.2018 09:30:48.638 GMT-0400,174.972,174.938,110,450
13.04.2018 09:30:50.066 GMT-0400,174.972,174.947,110,7499.9998
13.04.2018 09:30:50.171 GMT-0400,175.002,174.958,110,450
13.04.2018 09:30:50.223 GMT-0400,175.002,174.948,110,10999.9999
13.04.2018 09:30:50.550 GMT-0400,175.002,174.948,110,9999.9998
13.04.2018 09:30:52.149 GMT-0400,175.003,174.95700000000002,110,76
13.04.2018 09:30:53.050 GMT-0400,174.972,174.958,110,1
13.04.2018 09:30:53.176 GMT-0400,174.963,174.947,110,490
13.04.2018 09:30:53.276 GMT-0400,174.972,174.948,110,490
13.04.2018 09:30:53.542 GMT-0400,174.972,174.958,110,75
13.04.2018 09:30:53.737 GMT-0400,174.972,174.948,110,350
13.04.2018 09:30:54.485 GMT-0400,174.97299999999998,174.947,110,390
13.04.2018 09:30:55.026 GMT-0400,174.972,174.948,110,460
13.04.2018 09:30:55.270 GMT-0400,174.983,174.95700000000002,63,7
13.04.2018 09:30:55.321 GMT-0400,174.983,174.947,63,500
13.04.2018 09:30:55.492 GMT-0400,174.993,174.947,110,500
13.04.2018 09:30:56.011 GMT-0400,174.99200000000002,174.948,110,130
13.04.2018 09:30:56.061 GMT-0400,174.982,174.948,110,75
13.04.2018 09:30:56.266 GMT-0400,174.993,174.951,110,7499.9998
13.04.2018 09:30:56.861 GMT-0400,174.99200000000002,174.951,110,7499.9998
13.04.2018 09:30:57.805 GMT-0400,174.99200000000002,174.948,110,150
13.04.2018 09:30:58.089 GMT-0400,174.96200000000002,174.948,110,300
13.04.2018 09:30:58.636 GMT-0400,174.963,174.947,110,450
13.04.2018 09:30:58.739 GMT-0400,174.982,174.958,10099.9996,75
13.04.2018 09:30:58.791 GMT-0400,174.982,174.947,63,450
13.04.2018 09:30:59.567 GMT-0400,174.982,174.948,10200.0004,380
13.04.2018 09:30:59.711 GMT-0400,174.982,174.937,110,9999.9998
13.04.2018 09:31:00.262 GMT-0400,174.983,174.95700000000002,110,340
13.04.2018 09:31:00.928 GMT-0400,174.982,174.958,110,330
13.04.2018 09:31:01.256 GMT-0400,174.963,174.947,110,270
13.04.2018 09:31:01.990 GMT-0400,174.96200000000002,174.948,110,230
13.04.2018 09:31:02.147 GMT-0400,174.953,174.937,100,600
13.04.2018 09:31:02.198 GMT-0400,174.953,174.92700000000002,110,900
13.04.2018 09:31:02.637 GMT-0400,174.94299999999998,174.92700000000002,110,480
13.04.2018 09:31:02.780 GMT-0400,174.94299999999998,174.917,110,670
13.04.2018 09:31:02.881 GMT-0400,174.952,174.918,110,1050
13.04.2018 09:31:03.399 GMT-0400,174.94299999999998,174.907,110,7499.9998
13.04.2018 09:31:03.787 GMT-0400,174.952,174.907,110,7499.9998
13.04.2018 09:31:03.888 GMT-0400,174.953,174.89700000000002,110,1429.9999
13.04.2018 09:31:04.650 GMT-0400,174.952,174.898,110,1130
13.04.2018 09:31:04.950 GMT-0400,174.933,174.89700000000002,110,1050
13.04.2018 09:31:05.273 GMT-0400,174.982,174.948,110,10
13.04.2018 09:31:05.535 GMT-0400,174.97299999999998,174.937,100,10099.9996
13.04.2018 09:31:06.192 GMT-0400,174.942,174.918,110,19
13.04.2018 09:31:06.244 GMT-0400,174.963,174.918,110,9999.9998
13.04.2018 09:31:06.894 GMT-0400,174.97299999999998,174.918,110,9999.9998
13.04.2018 09:31:06.945 GMT-0400,174.963,174.918,10,7499.9998
13.04.2018 09:31:07.061 GMT-0400,174.977,174.918,63,10700.0005
13.04.2018 09:31:07.174 GMT-0400,174.983,174.917,110,520
13.04.2018 09:31:07.521 GMT-0400,174.982,174.928,110,220
13.04.2018 09:31:07.982 GMT-0400,174.933,174.90099999999998,100,7499.9998
13.04.2018 09:31:08.317 GMT-0400,174.922,174.907,100,7499.9998
13.04.2018 09:31:09.113 GMT-0400,174.922,174.898,110,980
13.04.2018 09:31:09.877 GMT-0400,174.93200000000002,174.89700000000002,63,970
13.04.2018 09:31:09.978 GMT-0400,174.923,174.89700000000002,110,230
13.04.2018 09:31:10.180 GMT-0400,174.942,174.898,10300.0002,310
13.04.2018 09:31:10.776 GMT-0400,174.942,174.89700000000002,63,310
13.04.2018 09:31:10.943 GMT-0400,174.93200000000002,174.898,100,310
13.04.2018 09:31:11.244 GMT-0400,174.952,174.928,110,82
13.04.2018 09:31:11.295 GMT-0400,174.952,174.918,110,450
13.04.2018 09:31:11.828 GMT-0400,174.952,174.928,100,10499.9999
13.04.2018 09:31:11.879 GMT-0400,174.983,174.947,110,150
13.04.2018 09:31:12.219 GMT-0400,174.983,174.95700000000002,100,150
13.04.2018 09:31:12.320 GMT-0400,174.983,174.947,100,370
13.04.2018 09:31:12.529 GMT-0400,174.99099999999999,174.95700000000002,63,520
13.04.2018 09:31:12.876 GMT-0400,174.982,174.958,1,9999.9998
13.04.2018 09:31:13.027 GMT-0400,174.982,174.958,10099.9996,450
13.04.2018 09:31:13.077 GMT-0400,174.982,174.968,100,75
13.04.2018 09:31:13.388 GMT-0400,174.97299999999998,174.95700000000002,100,600
13.04.2018 09:31:13.439 GMT-0400,174.982,174.958,10099.9996,600
13.04.2018 09:31:13.885 GMT-0400,174.97299999999998,174.947,110,220
13.04.2018 09:31:13.936 GMT-0400,174.96200000000002,174.948,110,75
13.04.2018 09:31:14.036 GMT-0400,174.972,174.948,100,150
13.04.2018 09:31:14.226 GMT-0400,174.982,174.948,100,150
13.04.2018 09:31:14.768 GMT-0400,174.97299999999998,174.947,110,76
13.04.2018 09:31:15.295 GMT-0400,174.972,174.948,110,76
13.04.2018 09:31:15.842 GMT-0400,174.97299999999998,174.951,110,7499.9998
13.04.2018 09:31:16.173 GMT-0400,174.972,174.958,110,220
13.04.2018 09:31:16.824 GMT-0400,174.97299999999998,174.95700000000002,110,300
13.04.2018 09:31:17.480 GMT-0400,174.972,174.958,110,450
13.04.2018 09:31:18.042 GMT-0400,174.97299999999998,174.95700000000002,110,450
13.04.2018 09:31:18.556 GMT-0400,174.972,174.958,110,380
13.04.2018 09:31:19.133 GMT-0400,174.97299999999998,174.95700000000002,110,380
13.04.2018 09:31:19.886 GMT-0400,174.972,174.958,110,380
13.04.2018 09:31:20.589 GMT-0400,174.96200000000002,174.948,100,380
13.04.2018 09:31:20.696 GMT-0400,174.97299999999998,174.947,110,380
13.04.2018 09:31:21.098 GMT-0400,174.963,174.947,110,380
13.04.2018 09:31:21.822 GMT-0400,174.953,174.92700000000002,100,600
13.04.2018 09:31:21.884 GMT-0400,174.96200000000002,174.928,110,600
13.04.2018 09:31:22.651 GMT-0400,174.963,174.92700000000002,110,600
13.04.2018 09:31:23.152 GMT-0400,174.96200000000002,174.928,110,600
13.04.2018 09:31:23.656 GMT-0400,174.963,174.92700000000002,110,600
13.04.2018 09:31:24.098 GMT-0400,174.963,174.937,110,150
13.04.2018 09:31:24.894 GMT-0400,174.97299999999998,174.956,100,75
13.04.2018 09:31:24.999 GMT-0400,174.983,174.95700000000002,110,10099.9996
13.04.2018 09:31:25.449 GMT-0400,174.99200000000002,174.968,10599.9997,7
13.04.2018 09:31:26.063 GMT-0400,175.002,174.988,110,300
13.04.2018 09:31:26.895 GMT-0400,175.002,174.978,110,520
13.04.2018 09:31:27.038 GMT-0400,175.002,174.968,110,300
13.04.2018 09:31:27.089 GMT-0400,174.993,174.958,110,9999.9998
13.04.2018 09:31:27.421 GMT-0400,175.002,174.988,110,75
13.04.2018 09:31:27.471 GMT-0400,175.033,175.007,110,370
13.04.2018 09:31:27.884 GMT-0400,175.103,175.08700000000002,6,450
13.04.2018 09:31:27.934 GMT-0400,175.12900000000002,175.08700000000002,63,160
13.04.2018 09:31:27.985 GMT-0400,175.15200000000002,175.118,110,7
13.04.2018 09:31:28.101 GMT-0400,175.15200000000002,175.108,60,150
13.04.2018 09:31:28.493 GMT-0400,175.15200000000002,175.118,60,7499.9998
13.04.2018 09:31:28.778 GMT-0400,175.171,175.127,63,7
13.04.2018 09:31:28.829 GMT-0400,175.171,175.118,63,10499.9999
13.04.2018 09:31:28.879 GMT-0400,175.16299999999998,175.14700000000002,60,75
13.04.2018 09:31:28.980 GMT-0400,175.173,175.14700000000002,60,75
13.04.2018 09:31:29.031 GMT-0400,175.18200000000002,175.148,10200.0004,77
13.04.2018 09:31:29.629 GMT-0400,175.18200000000002,175.157,63,82
13.04.2018 09:31:29.780 GMT-0400,175.202,175.169,60,7499.9998
13.04.2018 09:31:30.352 GMT-0400,175.192,175.169,60,7499.9998
13.04.2018 09:31:30.635 GMT-0400,175.192,175.148,60,600
13.04.2018 09:31:30.865 GMT-0400,175.202,175.148,10099.9996,680
13.04.2018 09:31:31.574 GMT-0400,175.202,175.14700000000002,63,750
13.04.2018 09:31:32.106 GMT-0400,175.203,175.14700000000002,50,750
13.04.2018 09:31:32.156 GMT-0400,175.222,175.168,10200.0004,450
13.04.2018 09:31:32.486 GMT-0400,175.222,175.178,10200.0004,150
13.04.2018 09:31:32.946 GMT-0400,175.21200000000002,175.178,60,150
13.04.2018 09:31:33.470 GMT-0400,175.213,175.17700000000002,60,340
13.04.2018 09:31:33.996 GMT-0400,175.21200000000002,175.178,60,190
13.04.2018 09:31:34.635 GMT-0400,175.213,175.17700000000002,60,8
13.04.2018 09:31:35.006 GMT-0400,175.202,175.168,60,600
13.04.2018 09:31:35.323 GMT-0400,175.213,175.187,56,10099.9996
13.04.2018 09:31:36.060 GMT-0400,175.21200000000002,175.188,60,120
13.04.2018 09:31:36.282 GMT-0400,175.21200000000002,175.178,60,75
13.04.2018 09:31:36.704 GMT-0400,175.222,175.178,50,820
13.04.2018 09:31:36.915 GMT-0400,175.213,175.17700000000002,60,750
13.04.2018 09:31:37.691 GMT-0400,175.232,175.188,60,160
13.04.2018 09:31:37.786 GMT-0400,175.222,175.188,60,150
13.04.2018 09:31:37.936 GMT-0400,175.22299999999998,175.17700000000002,60,750
13.04.2018 09:31:38.161 GMT-0400,175.18200000000002,175.161,60,7499.9998
13.04.2018 09:31:38.211 GMT-0400,175.192,175.15200000000002,60,7499.9998
13.04.2018 09:31:38.332 GMT-0400,175.16400000000002,175.15200000000002,60,7499.9998
13.04.2018 09:31:38.382 GMT-0400,175.172,175.138,63,76
13.04.2018 09:31:38.509 GMT-0400,175.172,175.148,63,370
13.04.2018 09:31:38.687 GMT-0400,175.172,175.131,10200.0004,9999.9998
13.04.2018 09:31:38.738 GMT-0400,175.172,175.131,63,7499.9998
13.04.2018 09:31:38.923 GMT-0400,175.143,175.113,10,7499.9998
13.04.2018 09:31:38.974 GMT-0400,175.15200000000002,175.113,60,7499.9998
13.04.2018 09:31:39.115 GMT-0400,175.143,175.113,60,7499.9998
13.04.2018 09:31:39.168 GMT-0400,175.133,175.09799999999998,63,380
13.04.2018 09:31:39.269 GMT-0400,175.113,175.08700000000002,60,1130
13.04.2018 09:31:39.319 GMT-0400,175.133,175.08700000000002,10099.9996,1130
13.04.2018 09:31:39.370 GMT-0400,175.132,175.108,60,75
13.04.2018 09:31:39.436 GMT-0400,175.123,175.097,60,300
13.04.2018 09:31:39.487 GMT-0400,175.132,175.09799999999998,60,300
13.04.2018 09:31:39.664 GMT-0400,175.123,175.09,60,7499.9998
13.04.2018 09:31:39.977 GMT-0400,175.122,175.09799999999998,10300.0002,160
13.04.2018 09:31:40.289 GMT-0400,175.092,175.06799999999998,60,640
13.04.2018 09:31:40.390 GMT-0400,175.103,175.067,63,82
13.04.2018 09:31:40.913 GMT-0400,175.103,175.06799999999998,63,1130
13.04.2018 09:31:41.009 GMT-0400,175.11200000000002,175.06799999999998,60,1130
13.04.2018 09:31:41.060 GMT-0400,175.118,175.08700000000002,63,7
13.04.2018 09:31:41.399 GMT-0400,175.103,175.079,60,7499.9998
13.04.2018 09:31:41.454 GMT-0400,175.102,175.067,63,1050
13.04.2018 09:31:41.683 GMT-0400,175.083,175.067,60,320
13.04.2018 09:31:42.270 GMT-0400,175.102,175.078,10099.9996,370
13.04.2018 09:31:42.558 GMT-0400,175.11200000000002,175.078,63,300
13.04.2018 09:31:42.609 GMT-0400,175.103,175.08700000000002,60,150
13.04.2018 09:31:42.951 GMT-0400,175.123,175.107,60,220
13.04.2018 09:31:43.002 GMT-0400,175.122,175.09799999999998,60,220
13.04.2018 09:31:43.052 GMT-0400,175.11200000000002,175.088,10,76
13.04.2018 09:31:43.103 GMT-0400,175.123,175.08700000000002,60,76
13.04.2018 09:31:43.498 GMT-0400,175.162,175.128,60,260
13.04.2018 09:31:44.079 GMT-0400,175.16299999999998,175.137,60,75
13.04.2018 09:31:44.575 GMT-0400,175.18200000000002,175.148,60,75
13.04.2018 09:31:45.073 GMT-0400,175.183,175.157,60,150
13.04.2018 09:31:45.390 GMT-0400,175.19,175.167,63,75
13.04.2018 09:31:46.068 GMT-0400,175.203,175.167,60,76
13.04.2018 09:31:47.019 GMT-0400,175.202,175.168,50,76
13.04.2018 09:31:47.909 GMT-0400,175.203,175.167,50,150
13.04.2018 09:31:48.489 GMT-0400,175.202,175.168,60,750
13.04.2018 09:31:48.907 GMT-0400,175.222,175.197,63,75
13.04.2018 09:31:49.453 GMT-0400,175.22299999999998,175.197,60,220
13.04.2018 09:31:49.763 GMT-0400,175.213,175.197,60,170
13.04.2018 09:31:49.864 GMT-0400,175.222,175.198,60,400
13.04.2018 09:31:49.976 GMT-0400,175.24200000000002,175.198,60,400
13.04.2018 09:31:50.027 GMT-0400,175.243,175.20700000000002,10099.9996,190
13.04.2018 09:31:50.794 GMT-0400,175.24200000000002,175.208,48,640
13.04.2018 09:31:51.105 GMT-0400,175.21400000000003,175.201,60,7499.9998
13.04.2018 09:31:51.209 GMT-0400,175.203,175.187,60,120
13.04.2018 09:31:51.562 GMT-0400,175.19299999999998,175.17700000000002,60,150
13.04.2018 09:31:51.613 GMT-0400,175.203,175.17700000000002,63,150
13.04.2018 09:31:52.489 GMT-0400,175.203,175.188,63,75
13.04.2018 09:31:52.565 GMT-0400,175.232,175.188,60,75
13.04.2018 09:31:52.685 GMT-0400,175.132,175.118,60,670
13.04.2018 09:31:52.735 GMT-0400,175.143,175.11700000000002,60,220
13.04.2018 09:31:53.636 GMT-0400,175.14200000000002,175.118,60,300
13.04.2018 09:31:53.687 GMT-0400,175.153,175.127,60,370
13.04.2018 09:31:53.737 GMT-0400,175.14200000000002,175.128,60,300
13.04.2018 09:31:53.919 GMT-0400,175.153,175.128,63,310
13.04.2018 09:31:54.428 GMT-0400,175.153,175.127,60,300
13.04.2018 09:31:54.479 GMT-0400,175.153,175.137,60,76
13.04.2018 09:31:54.652 GMT-0400,175.162,175.138,60,76
13.04.2018 09:31:55.030 GMT-0400,175.172,175.148,60,75
13.04.2018 09:31:55.613 GMT-0400,175.153,175.118,60,7499.9998
13.04.2018 09:31:55.663 GMT-0400,175.153,175.127,10099.9996,230
13.04.2018 09:31:55.997 GMT-0400,175.143,175.11700000000002,60,76
13.04.2018 09:31:56.290 GMT-0400,175.17700000000002,175.137,63,300
13.04.2018 09:31:56.516 GMT-0400,175.17700000000002,175.148,63,900
13.04.2018 09:31:57.080 GMT-0400,175.17700000000002,175.157,63,150
13.04.2018 09:31:57.269 GMT-0400,175.203,175.157,60,300
13.04.2018 09:31:57.875 GMT-0400,175.202,175.178,60,75
13.04.2018 09:31:58.558 GMT-0400,175.203,175.17700000000002,60,220
13.04.2018 09:31:59.203 GMT-0400,175.208,175.188,63,82
13.04.2018 09:31:59.253 GMT-0400,175.202,175.178,60,230
13.04.2018 09:31:59.438 GMT-0400,175.19299999999998,175.17700000000002,60,230
13.04.2018 09:32:00.131 GMT-0400,175.192,175.178,60,230
13.04.2018 09:32:00.528 GMT-0400,175.202,175.188,60,11
13.04.2018 09:32:01.115 GMT-0400,175.21200000000002,175.198,60,75
13.04.2018 09:32:01.216 GMT-0400,175.203,175.187,60,160
13.04.2018 09:32:01.537 GMT-0400,175.21200000000002,175.188,60,160
13.04.2018 09:32:01.627 GMT-0400,175.21200000000002,175.198,60,75
13.04.2018 09:32:02.000 GMT-0400,175.222,175.198,60,150
13.04.2018 09:32:02.054 GMT-0400,175.232,175.198,60,150
13.04.2018 09:32:02.154 GMT-0400,175.24200000000002,175.198,60,220
13.04.2018 09:32:02.417 GMT-0400,175.24200000000002,175.208,18,560
13.04.2018 09:32:02.969 GMT-0400,175.232,175.208,60,490
13.04.2018 09:32:03.331 GMT-0400,175.252,175.228,60,300
13.04.2018 09:32:03.532 GMT-0400,175.273,175.247,60,75
13.04.2018 09:32:04.039 GMT-0400,175.27200000000002,175.248,60,150
13.04.2018 09:32:04.230 GMT-0400,175.292,175.258,60,82
13.04.2018 09:32:04.280 GMT-0400,175.303,175.287,60,110
13.04.2018 09:32:04.787 GMT-0400,175.30200000000002,175.28799999999998,60,1760
13.04.2018 09:32:05.534 GMT-0400,175.303,175.287,60,1340
13.04.2018 09:32:05.737 GMT-0400,175.312,175.28799999999998,46,1340
13.04.2018 09:32:05.837 GMT-0400,175.323,175.297,63,150
13.04.2018 09:32:06.438 GMT-0400,175.33200000000002,175.298,60,10400
13.04.2018 09:32:06.699 GMT-0400,175.333,175.30700000000002,60,150
13.04.2018 09:32:07.038 GMT-0400,175.338,175.31799999999998,63,150
13.04.2018 09:32:07.488 GMT-0400,175.353,175.317,1,150
13.04.2018 09:32:07.625 GMT-0400,175.36200000000002,175.328,60,82
13.04.2018 09:32:08.024 GMT-0400,175.363,175.33700000000002,10200.0004,56
13.04.2018 09:32:08.125 GMT-0400,175.363,175.327,10499.9999,98
13.04.2018 09:32:08.175 GMT-0400,175.363,175.347,63,22
13.04.2018 09:32:08.279 GMT-0400,175.363,175.31799999999998,63,9999.9998
13.04.2018 09:32:08.329 GMT-0400,175.363,175.34799999999998,63,170
13.04.2018 09:32:08.488 GMT-0400,175.383,175.347,46,170
13.04.2018 09:32:08.539 GMT-0400,175.39200000000002,175.378,60,120
13.04.2018 09:32:08.591 GMT-0400,175.383,175.36700000000002,60,450
13.04.2018 09:32:08.765 GMT-0400,175.39200000000002,175.368,60,450
13.04.2018 09:32:08.994 GMT-0400,175.393,175.377,60,75
13.04.2018 09:32:09.044 GMT-0400,175.39200000000002,175.368,60,150
13.04.2018 09:32:09.103 GMT-0400,175.393,175.377,60,75
13.04.2018 09:32:09.204 GMT-0400,175.39200000000002,175.368,60,150
