Local time,Ask,Bid,AskVolume,BidVolume
10.04.2018 09:30:08.712 GMT-0400,173.083,173.02700000000002,10099.9996,300
10.04.2018 09:30:08.827 GMT-0400,173.102,173.065,12900.0004,76
10.04.2018 09:30:08.877 GMT-0400,173.102,173.078,100,150
10.04.2018 09:30:08.978 GMT-0400,173.11200000000002,173.088,220,4
10.04.2018 09:30:09.446 GMT-0400,173.092,173.078,95,150
10.04.2018 09:30:09.773 GMT-0400,173.11200000000002,173.088,28,75
10.04.2018 09:30:09.873 GMT-0400,173.103,173.067,10,150
10.04.2018 09:30:09.924 GMT-0400,173.08200000000002,173.058,120,75
10.04.2018 09:30:09.974 GMT-0400,173.08200000000002,173.042,300,7499.9998
10.04.2018 09:30:10.076 GMT-0400,173.072,173.042,370,7499.9998
10.04.2018 09:30:10.491 GMT-0400,173.072,173.028,300,220
10.04.2018 09:30:10.617 GMT-0400,173.043,173.007,200,150
10.04.2018 09:30:10.759 GMT-0400,173.05200000000002,173.008,100,75
10.04.2018 09:30:10.809 GMT-0400,173.063,173.037,220,1200.0001
10.04.2018 09:30:11.765 GMT-0400,173.062,173.03799999999998,200,1200.0001
10.04.2018 09:30:12.029 GMT-0400,173.093,173.047,10300.0002,7
10.04.2018 09:30:12.679 GMT-0400,173.062,173.03799999999998,200,76
10.04.2018 09:30:12.780 GMT-0400,173.08200000000002,173.03799999999998,10099.9996,76
10.04.2018 09:30:13.039 GMT-0400,173.083,173.037,200,150
10.04.2018 09:30:13.771 GMT-0400,173.083,173.047,220,150
10.04.2018 09:30:14.084 GMT-0400,173.073,173.037,160,230
10.04.2018 09:30:14.184 GMT-0400,173.08200000000002,173.03799999999998,300,230
10.04.2018 09:30:14.914 GMT-0400,173.083,173.037,300,760
10.04.2018 09:30:15.501 GMT-0400,173.08200000000002,173.03799999999998,220,150
10.04.2018 09:30:15.672 GMT-0400,173.083,173.037,10400,150
10.04.2018 09:30:15.841 GMT-0400,173.053,173.01700000000002,200,75
10.04.2018 09:30:15.942 GMT-0400,173.043,173.007,230,75
10.04.2018 09:30:16.309 GMT-0400,173.033,172.99900000000002,230,7499.9998
10.04.2018 09:30:16.924 GMT-0400,173.023,172.978,160,7499.9998
10.04.2018 09:30:17.425 GMT-0400,173.02200000000002,172.978,200,150
10.04.2018 09:30:17.785 GMT-0400,172.993,172.928,10300.0002,7499.9998
10.04.2018 09:30:18.380 GMT-0400,172.983,172.917,300,1200.0001
10.04.2018 09:30:18.987 GMT-0400,172.953,172.90099999999998,160,7499.9998
10.04.2018 09:30:19.415 GMT-0400,172.922,172.888,10200.0004,120
10.04.2018 09:30:19.988 GMT-0400,172.923,172.887,10200.0004,75
10.04.2018 09:30:20.326 GMT-0400,172.912,172.888,200,10200.0004
10.04.2018 09:30:20.951 GMT-0400,172.923,172.89700000000002,10200.0004,82
10.04.2018 09:30:21.094 GMT-0400,172.983,172.917,220,150
10.04.2018 09:30:21.245 GMT-0400,172.983,172.907,300,150
10.04.2018 09:30:21.336 GMT-0400,172.982,172.928,300,85
10.04.2018 09:30:21.496 GMT-0400,172.963,172.907,160,75
10.04.2018 09:30:21.693 GMT-0400,172.96200000000002,172.918,200,75
10.04.2018 09:30:22.058 GMT-0400,172.922,172.908,4,130
10.04.2018 09:30:22.160 GMT-0400,172.91299999999998,172.89700000000002,10,96
10.04.2018 09:30:22.371 GMT-0400,172.91299999999998,172.887,110,73
10.04.2018 09:30:22.745 GMT-0400,172.912,172.885,10099.9996,49
10.04.2018 09:30:23.009 GMT-0400,172.912,172.888,110,49
10.04.2018 09:30:23.473 GMT-0400,172.912,172.882,10099.9996,49
10.04.2018 09:30:24.303 GMT-0400,172.912,172.858,9999.9998,210
10.04.2018 09:30:24.353 GMT-0400,172.872,172.828,200,7499.9998
10.04.2018 09:30:24.477 GMT-0400,172.86200000000002,172.808,1050,24
10.04.2018 09:30:24.918 GMT-0400,172.808,172.78799999999998,300,7499.9998
10.04.2018 09:30:24.969 GMT-0400,172.793,172.748,160,7499.9998
10.04.2018 09:30:25.188 GMT-0400,172.803,172.748,220,7499.9998
10.04.2018 09:30:25.584 GMT-0400,172.813,172.76700000000002,10300.0002,220
10.04.2018 09:30:26.817 GMT-0400,172.823,172.787,10099.9996,82
10.04.2018 09:30:26.868 GMT-0400,172.863,172.817,970,160
10.04.2018 09:30:26.919 GMT-0400,172.843,172.80700000000002,10,7499.9998
10.04.2018 09:30:26.969 GMT-0400,172.863,172.80700000000002,1050,7499.9998
10.04.2018 09:30:27.056 GMT-0400,172.852,172.80700000000002,220,7499.9998
10.04.2018 09:30:27.624 GMT-0400,172.853,172.80700000000002,200,7499.9998
10.04.2018 09:30:27.983 GMT-0400,172.843,172.797,460,7499.9998
10.04.2018 09:30:28.034 GMT-0400,172.823,172.76700000000002,100,220
10.04.2018 09:30:28.562 GMT-0400,172.822,172.768,100,220
10.04.2018 09:30:28.799 GMT-0400,172.813,172.763,670,9999.9998
10.04.2018 09:30:29.436 GMT-0400,172.812,172.722,10200.0004,9999.9998
10.04.2018 09:30:30.103 GMT-0400,172.793,172.747,10200.0004,73
10.04.2018 09:30:30.185 GMT-0400,172.753,172.727,3,77
10.04.2018 09:30:30.337 GMT-0400,172.762,172.722,100,7499.9998
10.04.2018 09:30:30.421 GMT-0400,172.74200000000002,172.722,110,7499.9998
10.04.2018 09:30:30.525 GMT-0400,172.77200000000002,172.718,10200.0004,7499.9998
10.04.2018 09:30:31.426 GMT-0400,172.773,172.70700000000002,200,300
10.04.2018 09:30:32.596 GMT-0400,172.77200000000002,172.718,200,750
10.04.2018 09:30:33.031 GMT-0400,172.813,172.77700000000002,170,22
10.04.2018 09:30:33.697 GMT-0400,172.812,172.778,120,22
10.04.2018 09:30:34.699 GMT-0400,172.813,172.77700000000002,170,170
10.04.2018 09:30:35.062 GMT-0400,172.83200000000002,172.81,10099.9996,75
10.04.2018 09:30:35.112 GMT-0400,172.843,172.80700000000002,10200.0004,7499.9998
10.04.2018 09:30:35.910 GMT-0400,172.842,172.821,200,7499.9998
10.04.2018 09:30:36.151 GMT-0400,172.863,172.827,10999.9999,150
10.04.2018 09:30:36.899 GMT-0400,172.863,172.838,750,7499.9998
10.04.2018 09:30:37.000 GMT-0400,172.903,172.86700000000002,200,170
10.04.2018 09:30:37.690 GMT-0400,172.90200000000002,172.868,100,550
10.04.2018 09:30:37.880 GMT-0400,172.91299999999998,172.86700000000002,100,550
10.04.2018 09:30:37.931 GMT-0400,172.91299999999998,172.88,100,7499.9998
10.04.2018 09:30:38.391 GMT-0400,172.922,172.888,210,150
10.04.2018 09:30:38.705 GMT-0400,172.933,172.89700000000002,10099.9996,250
10.04.2018 09:30:38.756 GMT-0400,172.94299999999998,172.907,75,150
10.04.2018 09:30:38.960 GMT-0400,172.953,172.907,100,820
10.04.2018 09:30:39.117 GMT-0400,172.96200000000002,172.918,370,250
10.04.2018 09:30:39.476 GMT-0400,172.982,172.95700000000002,240,7499.9998
10.04.2018 09:30:40.369 GMT-0400,172.982,172.918,310,150
10.04.2018 09:30:40.691 GMT-0400,172.982,172.948,310,150
10.04.2018 09:30:41.565 GMT-0400,172.983,172.947,390,370
10.04.2018 09:30:42.314 GMT-0400,172.982,172.948,100,600
10.04.2018 09:30:42.844 GMT-0400,172.982,172.958,100,670
10.04.2018 09:30:43.152 GMT-0400,172.983,172.947,100,1050
10.04.2018 09:30:43.270 GMT-0400,172.982,172.958,100,150
10.04.2018 09:30:43.439 GMT-0400,173.003,172.96200000000002,10099.9996,7499.9998
10.04.2018 09:30:43.540 GMT-0400,172.993,172.96200000000002,600,7499.9998
10.04.2018 09:30:43.880 GMT-0400,172.972,172.958,130,75
10.04.2018 09:30:44.406 GMT-0400,172.993,172.95700000000002,10099.9996,75
10.04.2018 09:30:44.610 GMT-0400,172.97299999999998,172.941,100,7499.9998
10.04.2018 09:30:44.660 GMT-0400,172.983,172.941,300,7499.9998
10.04.2018 09:30:45.486 GMT-0400,172.993,172.941,10599.9997,7499.9998
10.04.2018 09:30:45.567 GMT-0400,172.993,172.92700000000002,450,150
10.04.2018 09:30:45.675 GMT-0400,172.953,172.907,100,11400.0002
10.04.2018 09:30:45.776 GMT-0400,172.97299999999998,172.907,10499.9999,750
10.04.2018 09:30:46.109 GMT-0400,172.96200000000002,172.908,670,750
10.04.2018 09:30:46.679 GMT-0400,172.953,172.92700000000002,220,75
10.04.2018 09:30:46.780 GMT-0400,172.972,172.928,10599.9997,230
10.04.2018 09:30:46.830 GMT-0400,172.953,172.92700000000002,20,300
10.04.2018 09:30:47.446 GMT-0400,172.953,172.92700000000002,10099.9996,75
10.04.2018 09:30:48.126 GMT-0400,172.953,172.92700000000002,200,75
10.04.2018 09:30:48.792 GMT-0400,172.952,172.928,200,150
10.04.2018 09:30:49.138 GMT-0400,172.99200000000002,172.928,370,220
10.04.2018 09:30:49.408 GMT-0400,173.002,172.928,420,220
10.04.2018 09:30:49.543 GMT-0400,172.993,172.92700000000002,600,220
10.04.2018 09:30:50.643 GMT-0400,172.99200000000002,172.928,220,300
10.04.2018 09:30:51.566 GMT-0400,173.002,172.968,55,75
10.04.2018 09:30:52.505 GMT-0400,173.002,172.96099999999998,420,7499.9998
10.04.2018 09:30:52.967 GMT-0400,172.983,172.93,100,7499.9998
10.04.2018 09:30:53.874 GMT-0400,172.993,172.93,200,7499.9998
10.04.2018 09:30:54.323 GMT-0400,172.983,172.92700000000002,600,150
10.04.2018 09:30:54.679 GMT-0400,172.983,172.92700000000002,10800.0003,150
10.04.2018 09:30:54.729 GMT-0400,172.97299999999998,172.907,10499.9999,670
10.04.2018 09:30:54.882 GMT-0400,172.97299999999998,172.917,100,7499.9998
10.04.2018 09:30:55.022 GMT-0400,172.982,172.917,10800.0003,7499.9998
10.04.2018 09:30:55.073 GMT-0400,172.953,172.917,100,7499.9998
10.04.2018 09:30:55.597 GMT-0400,172.952,172.917,970,7499.9998
10.04.2018 09:30:55.799 GMT-0400,172.953,172.907,900,10900.0001
10.04.2018 09:30:56.531 GMT-0400,172.952,172.918,900,32
10.04.2018 09:30:56.605 GMT-0400,172.94299999999998,172.907,610,7499.9998
10.04.2018 09:30:56.656 GMT-0400,172.93200000000002,172.907,200,7499.9998
10.04.2018 09:30:56.709 GMT-0400,172.93200000000002,172.878,200,820
10.04.2018 09:30:56.991 GMT-0400,172.90200000000002,172.868,100,75
10.04.2018 09:30:57.367 GMT-0400,172.86200000000002,172.828,10200.0004,450
10.04.2018 09:30:58.442 GMT-0400,172.893,172.83700000000002,10200.0004,75
10.04.2018 09:30:58.706 GMT-0400,172.893,172.857,100,75
10.04.2018 09:30:59.088 GMT-0400,172.91299999999998,172.86700000000002,10099.9996,7
10.04.2018 09:30:59.138 GMT-0400,172.903,172.86700000000002,100,75
10.04.2018 09:30:59.189 GMT-0400,172.90200000000002,172.858,100,220
10.04.2018 09:30:59.458 GMT-0400,172.90200000000002,172.868,200,75
10.04.2018 09:30:59.609 GMT-0400,172.90200000000002,172.858,220,220
10.04.2018 09:30:59.709 GMT-0400,172.883,172.857,100,220
10.04.2018 09:30:59.760 GMT-0400,172.91299999999998,172.857,200,220
10.04.2018 09:31:00.277 GMT-0400,172.923,172.857,10499.9999,370
10.04.2018 09:31:00.327 GMT-0400,172.89200000000002,172.858,170,370
10.04.2018 09:31:00.378 GMT-0400,172.923,172.857,10200.0004,370
10.04.2018 09:31:00.539 GMT-0400,172.933,172.86700000000002,10099.9996,54
10.04.2018 09:31:01.583 GMT-0400,172.93200000000002,172.898,100,37
10.04.2018 09:31:01.771 GMT-0400,172.922,172.858,10099.9996,370
10.04.2018 09:31:01.822 GMT-0400,172.922,172.888,200,75
10.04.2018 09:31:01.927 GMT-0400,172.933,172.887,10200.0004,520
10.04.2018 09:31:02.490 GMT-0400,172.923,172.887,220,75
10.04.2018 09:31:02.637 GMT-0400,172.94299999999998,172.86700000000002,10400,10700.0005
10.04.2018 09:31:02.692 GMT-0400,172.922,172.868,10999.9999,75
10.04.2018 09:31:03.678 GMT-0400,172.922,172.868,450,75
10.04.2018 09:31:03.728 GMT-0400,172.912,172.858,220,370
10.04.2018 09:31:04.054 GMT-0400,172.90200000000002,172.858,100,370
10.04.2018 09:31:04.248 GMT-0400,172.923,172.877,200,160
10.04.2018 09:31:04.722 GMT-0400,172.91299999999998,172.86700000000002,110,75
10.04.2018 09:31:05.112 GMT-0400,172.91299999999998,172.857,110,370
10.04.2018 09:31:05.230 GMT-0400,172.882,172.858,10,300
10.04.2018 09:31:05.280 GMT-0400,172.91299999999998,172.887,100,140
10.04.2018 09:31:05.380 GMT-0400,172.922,172.888,200,140
10.04.2018 09:31:05.431 GMT-0400,172.912,172.878,180,10200.0004
10.04.2018 09:31:05.557 GMT-0400,172.923,172.878,100,7499.9998
10.04.2018 09:31:05.707 GMT-0400,172.923,172.89700000000002,200,75
10.04.2018 09:31:05.966 GMT-0400,172.952,172.898,10700.0005,520
10.04.2018 09:31:06.376 GMT-0400,172.94299999999998,172.89700000000002,200,520
10.04.2018 09:31:06.499 GMT-0400,172.93200000000002,172.881,240,7499.9998
10.04.2018 09:31:06.625 GMT-0400,172.922,172.838,10099.9996,400
10.04.2018 09:31:06.676 GMT-0400,172.942,172.858,10599.9997,450
10.04.2018 09:31:07.498 GMT-0400,172.94299999999998,172.857,370,450
10.04.2018 09:31:07.802 GMT-0400,172.94299999999998,172.86700000000002,200,320
10.04.2018 09:31:08.679 GMT-0400,172.94299999999998,172.887,200,220
10.04.2018 09:31:08.984 GMT-0400,172.99200000000002,172.928,10300.0002,75
10.04.2018 09:31:09.547 GMT-0400,172.983,172.92700000000002,10200.0004,150
10.04.2018 09:31:09.931 GMT-0400,172.952,172.907,10,7499.9998
10.04.2018 09:31:09.983 GMT-0400,172.952,172.908,10099.9996,150
10.04.2018 09:31:10.954 GMT-0400,172.953,172.887,100,75
10.04.2018 09:31:11.005 GMT-0400,172.96200000000002,172.898,450,150
10.04.2018 09:31:11.240 GMT-0400,172.97299999999998,172.907,10400,170
10.04.2018 09:31:11.725 GMT-0400,172.982,172.918,10099.9996,840
10.04.2018 09:31:11.828 GMT-0400,172.983,172.92700000000002,100,820
10.04.2018 09:31:12.028 GMT-0400,173.002,172.948,10300.0002,460
10.04.2018 09:31:12.406 GMT-0400,172.963,172.917,380,75
10.04.2018 09:31:12.457 GMT-0400,172.953,172.907,300,230
10.04.2018 09:31:12.507 GMT-0400,172.94299999999998,172.887,10200.0004,520
10.04.2018 09:31:12.633 GMT-0400,172.94299999999998,172.872,10200.0004,7499.9998
10.04.2018 09:31:13.444 GMT-0400,172.942,172.872,370,7499.9998
10.04.2018 09:31:14.027 GMT-0400,172.942,172.868,200,270
10.04.2018 09:31:14.280 GMT-0400,172.93200000000002,172.868,600,270
10.04.2018 09:31:14.682 GMT-0400,172.923,172.887,200,75
10.04.2018 09:31:15.487 GMT-0400,172.922,172.888,200,900
10.04.2018 09:31:15.867 GMT-0400,172.922,172.898,200,7499.9998
10.04.2018 09:31:16.175 GMT-0400,172.933,172.898,520,7499.9998
10.04.2018 09:31:16.226 GMT-0400,172.933,172.887,10599.9997,900
10.04.2018 09:31:16.747 GMT-0400,172.93200000000002,172.918,450,2
10.04.2018 09:31:17.502 GMT-0400,172.93200000000002,172.907,290,7499.9998
10.04.2018 09:31:18.140 GMT-0400,172.93200000000002,172.908,520,300
10.04.2018 09:31:18.191 GMT-0400,172.93400000000003,172.917,520,7499.9998
10.04.2018 09:31:18.241 GMT-0400,172.97299999999998,172.937,300,77
10.04.2018 09:31:18.973 GMT-0400,172.993,172.937,10800.0003,75
10.04.2018 09:31:19.172 GMT-0400,172.993,172.937,670,75
10.04.2018 09:31:19.440 GMT-0400,172.982,172.938,750,75
10.04.2018 09:31:19.491 GMT-0400,172.99200000000002,172.938,100,75
10.04.2018 09:31:19.541 GMT-0400,172.983,172.937,670,75
10.04.2018 09:31:19.599 GMT-0400,172.993,172.937,450,75
10.04.2018 09:31:19.790 GMT-0400,172.99200000000002,172.948,200,310
10.04.2018 09:31:20.383 GMT-0400,172.993,172.947,100,840
10.04.2018 09:31:21.764 GMT-0400,172.99200000000002,172.948,200,820
10.04.2018 09:31:22.336 GMT-0400,172.983,172.947,670,900
10.04.2018 09:31:22.568 GMT-0400,172.99200000000002,172.948,300,970
10.04.2018 09:31:22.694 GMT-0400,172.96200000000002,172.938,100,370
10.04.2018 09:31:23.010 GMT-0400,172.963,172.947,200,150
10.04.2018 09:31:23.061 GMT-0400,172.972,172.948,200,150
10.04.2018 09:31:23.704 GMT-0400,172.983,172.947,200,150
10.04.2018 09:31:23.900 GMT-0400,172.963,172.937,100,750
10.04.2018 09:31:24.231 GMT-0400,172.952,172.922,460,7499.9998
10.04.2018 09:31:24.282 GMT-0400,172.942,172.908,100,300
10.04.2018 09:31:24.382 GMT-0400,172.952,172.908,200,300
10.04.2018 09:31:24.674 GMT-0400,172.952,172.918,200,7499.9998
10.04.2018 09:31:25.476 GMT-0400,172.94299999999998,172.907,10300.0002,300
10.04.2018 09:31:25.526 GMT-0400,172.923,172.89700000000002,220,75
10.04.2018 09:31:26.141 GMT-0400,172.933,172.89700000000002,100,220
10.04.2018 09:31:27.360 GMT-0400,172.93200000000002,172.898,370,290
10.04.2018 09:31:27.677 GMT-0400,172.93200000000002,172.907,200,7499.9998
10.04.2018 09:31:27.727 GMT-0400,172.90200000000002,172.868,200,300
10.04.2018 09:31:28.390 GMT-0400,172.903,172.86700000000002,100,370
10.04.2018 09:31:28.865 GMT-0400,172.91299999999998,172.877,100,82
10.04.2018 09:31:28.943 GMT-0400,172.923,172.877,10300.0002,75
10.04.2018 09:31:29.044 GMT-0400,172.912,172.868,100,370
10.04.2018 09:31:29.095 GMT-0400,172.923,172.86700000000002,10300.0002,370
10.04.2018 09:31:29.682 GMT-0400,172.93200000000002,172.868,340,450
10.04.2018 09:31:29.733 GMT-0400,172.93200000000002,172.888,340,220
10.04.2018 09:31:30.047 GMT-0400,172.912,172.868,100,520
10.04.2018 09:31:30.697 GMT-0400,172.91299999999998,172.86700000000002,1120,480
10.04.2018 09:31:31.719 GMT-0400,172.912,172.868,820,480
10.04.2018 09:31:32.607 GMT-0400,172.91299999999998,172.86700000000002,820,950
10.04.2018 09:31:32.900 GMT-0400,172.952,172.888,10499.9999,75
10.04.2018 09:31:33.405 GMT-0400,172.97299999999998,172.887,10599.9997,75
10.04.2018 09:31:33.473 GMT-0400,172.953,172.878,10999.9999,7499.9998
10.04.2018 09:31:33.806 GMT-0400,172.952,172.878,670,300
10.04.2018 09:31:34.062 GMT-0400,172.94299999999998,172.877,750,300
10.04.2018 09:31:34.552 GMT-0400,172.953,172.877,670,300
10.04.2018 09:31:35.400 GMT-0400,172.933,172.877,310,220
10.04.2018 09:31:35.451 GMT-0400,172.94299999999998,172.877,300,220
10.04.2018 09:31:35.506 GMT-0400,172.922,172.878,750,220
10.04.2018 09:31:35.959 GMT-0400,172.93200000000002,172.878,11099.9998,220
10.04.2018 09:31:36.418 GMT-0400,172.94299999999998,172.89700000000002,10200.0004,8
10.04.2018 09:31:36.811 GMT-0400,172.942,172.898,100,8
10.04.2018 09:31:37.234 GMT-0400,172.952,172.898,200,8
10.04.2018 09:31:37.812 GMT-0400,172.953,172.89700000000002,200,8
10.04.2018 09:31:38.371 GMT-0400,172.952,172.898,450,8
10.04.2018 09:31:38.422 GMT-0400,172.94299999999998,172.89700000000002,670,8
10.04.2018 09:31:39.660 GMT-0400,172.942,172.898,520,8
10.04.2018 09:31:40.314 GMT-0400,172.94299999999998,172.89700000000002,100,83
10.04.2018 09:31:40.701 GMT-0400,172.942,172.918,200,150
10.04.2018 09:31:41.201 GMT-0400,172.93200000000002,172.908,450,7499.9998
10.04.2018 09:31:41.540 GMT-0400,172.912,172.898,670,230
10.04.2018 09:31:41.834 GMT-0400,172.94299999999998,172.89700000000002,10099.9996,380
10.04.2018 09:31:41.968 GMT-0400,172.923,172.89700000000002,100,380
10.04.2018 09:31:42.343 GMT-0400,172.923,172.907,150,75
10.04.2018 09:31:42.884 GMT-0400,172.922,172.908,150,840
10.04.2018 09:31:43.175 GMT-0400,172.952,172.908,10400,840
10.04.2018 09:31:43.784 GMT-0400,172.953,172.907,370,840
10.04.2018 09:31:43.893 GMT-0400,172.942,172.908,200,840
10.04.2018 09:31:43.947 GMT-0400,172.96200000000002,172.908,300,840
10.04.2018 09:31:44.220 GMT-0400,172.972,172.908,10599.9997,840
10.04.2018 09:31:44.354 GMT-0400,172.96200000000002,172.908,300,760
10.04.2018 09:31:44.708 GMT-0400,172.96200000000002,172.921,300,7499.9998
10.04.2018 09:31:45.011 GMT-0400,172.96200000000002,172.938,100,600
10.04.2018 09:31:45.608 GMT-0400,172.963,172.937,150,600
10.04.2018 09:31:45.672 GMT-0400,172.97299999999998,172.937,190,600
10.04.2018 09:31:45.723 GMT-0400,172.97299999999998,172.95700000000002,190,75
10.04.2018 09:31:46.056 GMT-0400,172.982,172.958,600,670
10.04.2018 09:31:46.729 GMT-0400,172.983,172.95700000000002,450,670
10.04.2018 09:31:46.858 GMT-0400,172.99200000000002,172.958,10599.9997,680
10.04.2018 09:31:47.227 GMT-0400,172.983,172.947,600,75
10.04.2018 09:31:47.502 GMT-0400,172.97299999999998,172.947,100,75
10.04.2018 09:31:47.834 GMT-0400,172.99200000000002,172.958,10099.9996,160
10.04.2018 09:31:48.442 GMT-0400,172.982,172.958,100,160
10.04.2018 09:31:49.239 GMT-0400,172.983,172.95700000000002,190,160
10.04.2018 09:31:50.208 GMT-0400,172.982,172.958,200,160
10.04.2018 09:31:51.039 GMT-0400,173.003,172.967,370,7499.9998
10.04.2018 09:31:51.881 GMT-0400,173.002,172.967,480,7499.9998
10.04.2018 09:31:52.001 GMT-0400,172.993,172.967,200,7499.9998
10.04.2018 09:31:52.052 GMT-0400,172.993,172.95700000000002,200,1139.9999
10.04.2018 09:31:52.554 GMT-0400,172.99200000000002,172.958,200,1139.9999
10.04.2018 09:31:52.977 GMT-0400,172.993,172.968,200,7499.9998
10.04.2018 09:31:53.712 GMT-0400,172.993,172.93900000000002,9999.9998,9999.9998
10.04.2018 09:31:53.766 GMT-0400,172.99200000000002,172.93900000000002,450,9999.9998
10.04.2018 09:31:54.076 GMT-0400,173.003,172.95700000000002,700,9999.9998
10.04.2018 09:31:54.182 GMT-0400,172.99200000000002,172.95700000000002,600,9999.9998
10.04.2018 09:31:54.500 GMT-0400,172.983,172.95700000000002,11800.0004,1130
10.04.2018 09:31:54.942 GMT-0400,172.983,172.967,2,82
10.04.2018 09:31:54.993 GMT-0400,172.983,172.958,2,1050
10.04.2018 09:31:55.656 GMT-0400,172.982,172.958,100,1050
10.04.2018 09:31:55.707 GMT-0400,172.97299999999998,172.95700000000002,100,1050
10.04.2018 09:31:55.757 GMT-0400,172.983,172.95700000000002,100,1050
10.04.2018 09:31:56.097 GMT-0400,172.97299999999998,172.951,150,7499.9998
10.04.2018 09:31:56.280 GMT-0400,172.953,172.928,2,910
10.04.2018 09:31:56.699 GMT-0400,172.953,172.937,10200.0004,75
10.04.2018 09:31:56.841 GMT-0400,172.953,172.92700000000002,10200.0004,900
10.04.2018 09:31:57.263 GMT-0400,172.94299999999998,172.917,150,75
10.04.2018 09:31:57.733 GMT-0400,172.933,172.917,100,75
10.04.2018 09:31:58.489 GMT-0400,172.93200000000002,172.917,2,73
10.04.2018 09:31:58.630 GMT-0400,172.93200000000002,172.908,10099.9996,670
10.04.2018 09:31:58.681 GMT-0400,172.96200000000002,172.918,10499.9999,150
10.04.2018 09:31:58.782 GMT-0400,172.96200000000002,172.928,2,75
10.04.2018 09:31:59.319 GMT-0400,172.96200000000002,172.92700000000002,2,75
10.04.2018 09:31:59.632 GMT-0400,172.972,172.928,150,150
10.04.2018 09:31:59.866 GMT-0400,172.96200000000002,172.928,110,150
10.04.2018 09:32:00.167 GMT-0400,172.96200000000002,172.938,150,75
10.04.2018 09:32:00.218 GMT-0400,172.963,172.92700000000002,150,150
10.04.2018 09:32:00.709 GMT-0400,172.963,172.938,100,7499.9998
10.04.2018 09:32:01.051 GMT-0400,172.982,172.968,150,220
10.04.2018 09:32:01.354 GMT-0400,173.003,172.98700000000002,150,150
10.04.2018 09:32:01.580 GMT-0400,173.02,172.998,2,150
10.04.2018 09:32:01.719 GMT-0400,173.062,173.03799999999998,150,75
10.04.2018 09:32:01.919 GMT-0400,173.063,173.028,100,7499.9998
10.04.2018 09:32:02.453 GMT-0400,173.062,173.028,150,10300.0002
10.04.2018 09:32:02.784 GMT-0400,173.063,173.01700000000002,150,750
10.04.2018 09:32:02.835 GMT-0400,173.062,173.028,150,150
10.04.2018 09:32:03.059 GMT-0400,173.062,173.018,150,820
10.04.2018 09:32:03.725 GMT-0400,173.063,173.01700000000002,150,900
10.04.2018 09:32:04.636 GMT-0400,173.062,173.028,110,220
10.04.2018 09:32:04.719 GMT-0400,173.063,173.01700000000002,10099.9996,820
10.04.2018 09:32:04.770 GMT-0400,173.063,173.02700000000002,2,150
10.04.2018 09:32:05.111 GMT-0400,173.063,173.037,150,7499.9998
10.04.2018 09:32:05.331 GMT-0400,173.062,173.028,10200.0004,75
10.04.2018 09:32:05.382 GMT-0400,173.062,173.01700000000002,2,820
10.04.2018 09:32:05.998 GMT-0400,173.05200000000002,173.018,100,900
